ID_Cancion,Titulo,Artista,Genero,Nivel_Energia,Duracion_Segundos,Reproducciones_Streaming
TRK-0362,Canción Track_362,Gepe,Pop/Indie,27,145,
TRK-0363,Canción Track_363,Gepe,Reggaeton/Urbano,89,199,405708.0
TRK-0364,Canción Track_364,Karol G,Pop/Indie,43,228,817736.0
TRK-0365,Canción Track_365,Bad Bunny,Pop/Indie,27,286,2667559.0
TRK-0366,Canción Track_366,Rosalía,Pop/Indie,73,196,728574.0
TRK-0367,Canción Track_367,Duki,Reggaeton/Urbano,84,289,242063.0
TRK-0368,Canción Track_368,Cami,Pop/Indie,45,144,134912.0
TRK-0369,Canción Track_369,Duki,Pop/Indie,58,157,223629.0
TRK-0370,Canción Track_370,Duki,Salsa/Tropical,65,154,53031.0
TRK-0371,Canción Track_371,Rosalía,Salsa/Tropical,29,126,365698.0
TRK-0372,Canción Track_372,Duki,Pop/Indie,32,254,994798.0
TRK-0373,Canción Track_373,Bad Bunny,Reggaeton/Urbano,40,283,26431.0
TRK-0374,Canción Track_374,Mon Laferte,Pop/Indie,80,297,478162.0
TRK-0375,Canción Track_375,Rosalía,Reggaeton/Urbano,55,242,1228358.0
TRK-0376,Canción Track_376,Los Prisioneros,Salsa/Tropical,56,209,53478.0
TRK-0377,Canción Track_377,Los Prisioneros,Reggaeton/Urbano,50,181,338689.0
TRK-0378,Canción Track_378,Duki,Salsa/Tropical,29,182,59071.0
TRK-0379,Canción Track_379,Cami,Pop/Indie,57,129,617254.0
TRK-0380,Canción Track_380,Bad Bunny,Reggaeton/Urbano,83,125,372137.0
TRK-0381,Canción Track_381,Duki,Pop/Indie,56,200,896660.0
TRK-0382,Canción Track_382,Feid,,91,259,345021.0
TRK-0383,Canción Track_383,Cami,Rock,90,173,484270.0
TRK-0384,Canción Track_384,Los Prisioneros,Salsa/Tropical,55,286,74595.0
TRK-0385,Canción Track_385,Los Prisioneros,Pop/Indie,85,155,474608.0
TRK-0386,Canción Track_386,Rosalía,Reggaeton/Urbano,62,172,49200.0
TRK-0387,Canción Track_387,Mon Laferte,Reggaeton/Urbano,47,130,540544.0
TRK-0388,Canción Track_388,Gepe,Rock,99,293,1034613.0
TRK-0389,Canción Track_389,Rosalía,,40,230,160853.0
TRK-0390,Canción Track_390,Cami,Rock,24,157,802160.0
TRK-0391,Canción Track_391,Los Prisioneros,Salsa/Tropical,26,250,489629.0
TRK-0392,Canción Track_392,Feid,Pop/Indie,83,299,233805.0
TRK-0393,Canción Track_393,Duki,Reggaeton/Urbano,38,188,1171777.0
TRK-0394,Canción Track_394,Cami,Pop/Indie,22,283,43236.0
TRK-0395,Canción Track_395,Bad Bunny,Pop/Indie,31,273,1059626.0
TRK-0396,Canción Track_396,Rosalía,Reggaeton/Urbano,77,186,
TRK-0397,Canción Track_397,Aitana,Pop/Indie,96,217,680609.0
TRK-0398,Canción Track_398,Rosalía,Reggaeton/Urbano,56,239,1303324.0
TRK-0399,Canción Track_399,Duki,Salsa/Tropical,25,250,456559.0
TRK-0400,Canción Track_400,Rosalía,Salsa/Tropical,52,247,
TRK-0401,Canción Track_401,Cami,,74,233,12504.0
TRK-0402,Canción Track_402,Gepe,Pop/Indie,39,245,1092067.0
TRK-0403,Canción Track_403,Mon Laferte,Rock,45,159,1331643.0
TRK-0404,Canción Track_404,Mon Laferte,Salsa/Tropical,25,287,161851.0
TRK-0405,Canción Track_405,Los Prisioneros,Pop/Indie,89,156,303150.0
TRK-0406,Canción Track_406,Mon Laferte,Reggaeton/Urbano,45,138,121493.0
TRK-0407,Canción Track_407,Gepe,Reggaeton/Urbano,80,147,286006.0
TRK-0408,Canción Track_408,Los Prisioneros,Reggaeton/Urbano,64,125,269445.0
TRK-0409,Canción Track_409,Cami,Reggaeton/Urbano,98,289,189521.0
TRK-0410,Canción Track_410,Rosalía,Salsa/Tropical,88,154,1838150.0
TRK-0411,Canción Track_411,Aitana,Salsa/Tropical,93,277,209307.0
TRK-0412,Canción Track_412,Gepe,Pop/Indie,38,209,735302.0
TRK-0413,Canción Track_413,Feid,Reggaeton/Urbano,43,252,
TRK-0414,Canción Track_414,Duki,Rock,28,171,145706.0
TRK-0415,Canción Track_415,Feid,Pop/Indie,52,237,1137109.0
TRK-0416,Canción Track_416,Aitana,Pop/Indie,35,196,230089.0
TRK-0417,Canción Track_417,Karol G,Reggaeton/Urbano,85,212,637389.0
TRK-0418,Canción Track_418,Aitana,Salsa/Tropical,82,200,2231155.0
TRK-0419,Canción Track_419,Los Prisioneros,,95,251,639667.0
TRK-0420,Canción Track_420,Mon Laferte,Reggaeton/Urbano,74,230,344932.0
TRK-0421,Canción Track_421,Los Prisioneros,Reggaeton/Urbano,94,268,81399.0
TRK-0422,Canción Track_422,Mon Laferte,Pop/Indie,62,177,270229.0
TRK-0423,Canción Track_423,Cami,Salsa/Tropical,73,150,129555.0
TRK-0424,Canción Track_424,Gepe,,59,211,283889.0
TRK-0425,Canción Track_425,Karol G,Reggaeton/Urbano,95,227,2161788.0
TRK-0426,Canción Track_426,Cami,Reggaeton/Urbano,79,221,276547.0
TRK-0427,Canción Track_427,Los Prisioneros,Reggaeton/Urbano,40,237,814231.0
TRK-0428,Canción Track_428,Bad Bunny,Pop/Indie,97,232,148201.0
TRK-0429,Canción Track_429,Cami,Reggaeton/Urbano,84,131,2324584.0
TRK-0430,Canción Track_430,Los Prisioneros,Pop/Indie,36,270,163203.0
TRK-0431,Canción Track_431,Cami,Rock,72,168,547342.0
TRK-0432,Canción Track_432,Gepe,Pop/Indie,48,242,1205232.0
TRK-0433,Canción Track_433,Feid,Reggaeton/Urbano,92,189,325734.0
TRK-0434,Canción Track_434,Aitana,Reggaeton/Urbano,22,211,375405.0
TRK-0435,Canción Track_435,Feid,Pop/Indie,56,184,885208.0
TRK-0436,Canción Track_436,Feid,Rock,89,167,132813.0
TRK-0437,Canción Track_437,Los Prisioneros,Reggaeton/Urbano,63,194,257248.0
TRK-0438,Canción Track_438,Bad Bunny,Rock,73,295,500603.0
TRK-0439,Canción Track_439,Feid,Pop/Indie,20,164,710704.0
TRK-0440,Canción Track_440,Karol G,Pop/Indie,98,131,512633.0
TRK-0441,Canción Track_441,Los Prisioneros,Rock,61,279,269555.0
TRK-0442,Canción Track_442,Duki,Pop/Indie,26,182,156121.0
TRK-0443,Canción Track_443,Rosalía,Salsa/Tropical,97,276,262673.0
TRK-0444,Canción Track_444,Duki,Pop/Indie,70,214,347625.0
TRK-0445,Canción Track_445,Rosalía,Reggaeton/Urbano,24,226,1786986.0
TRK-0446,Canción Track_446,Karol G,Reggaeton/Urbano,67,188,233876.0
TRK-0447,Canción Track_447,Gepe,Reggaeton/Urbano,93,231,1010123.0
TRK-0448,Canción Track_448,Aitana,,96,206,208011.0
TRK-0449,Canción Track_449,Rosalía,Salsa/Tropical,23,160,252410.0
TRK-0450,Canción Track_450,Feid,,85,267,94500.0
TRK-0451,Canción Track_451,Los Prisioneros,Reggaeton/Urbano,48,262,308623.0
TRK-0452,Canción Track_452,Bad Bunny,Rock,34,270,627149.0
TRK-0453,Canción Track_453,Gepe,Rock,55,287,1216473.0
TRK-0454,Canción Track_454,Duki,Rock,61,205,140196.0
TRK-0455,Canción Track_455,Duki,Pop/Indie,82,294,615661.0
TRK-0456,Canción Track_456,Aitana,Reggaeton/Urbano,95,151,214856.0
TRK-0457,Canción Track_457,Aitana,Pop/Indie,48,295,903935.0
TRK-0458,Canción Track_458,Bad Bunny,Pop/Indie,64,253,810519.0
TRK-0459,Canción Track_459,Aitana,,72,180,206015.0
TRK-0460,Canción Track_460,Los Prisioneros,Rock,95,234,1027881.0
TRK-0461,Canción Track_461,Bad Bunny,Pop/Indie,60,133,348662.0
TRK-0462,Canción Track_462,Rosalía,Salsa/Tropical,87,278,174481.0
TRK-0463,Canción Track_463,Aitana,Pop/Indie,24,264,313297.0
TRK-0464,Canción Track_464,Cami,Reggaeton/Urbano,91,223,213767.0
TRK-0465,Canción Track_465,Aitana,Reggaeton/Urbano,36,218,308818.0
TRK-0466,Canción Track_466,Mon Laferte,Reggaeton/Urbano,21,267,
TRK-0467,Canción Track_467,Bad Bunny,Pop/Indie,75,251,359049.0
TRK-0468,Canción Track_468,Mon Laferte,Pop/Indie,24,266,215173.0
TRK-0469,Canción Track_469,Bad Bunny,Reggaeton/Urbano,24,201,459151.0
TRK-0470,Canción Track_470,Bad Bunny,Reggaeton/Urbano,93,150,964527.0
TRK-0471,Canción Track_471,Mon Laferte,Pop/Indie,73,270,760642.0
TRK-0472,Canción Track_472,Aitana,Reggaeton/Urbano,88,226,171575.0
TRK-0473,Canción Track_473,Karol G,Rock,53,155,1257342.0
TRK-0474,Canción Track_474,Duki,Reggaeton/Urbano,30,255,522153.0
TRK-0475,Canción Track_475,Los Prisioneros,Pop/Indie,76,222,407078.0
TRK-0476,Canción Track_476,Gepe,Salsa/Tropical,77,143,580889.0
TRK-0477,Canción Track_477,Mon Laferte,Pop/Indie,63,296,546610.0
TRK-0478,Canción Track_478,Karol G,Salsa/Tropical,72,210,1036877.0
TRK-0479,Canción Track_479,Mon Laferte,Salsa/Tropical,45,243,154030.0
TRK-0480,Canción Track_480,Gepe,Reggaeton/Urbano,74,171,
TRK-0481,Canción Track_481,Los Prisioneros,Reggaeton/Urbano,34,276,1734771.0
TRK-0482,Canción Track_482,Bad Bunny,Pop/Indie,47,266,
TRK-0483,Canción Track_483,Feid,Pop/Indie,86,273,140517.0
TRK-0484,Canción Track_484,Aitana,Reggaeton/Urbano,47,193,
TRK-0485,Canción Track_485,Aitana,Reggaeton/Urbano,44,243,330760.0
TRK-0486,Canción Track_486,Duki,Reggaeton/Urbano,84,281,1471987.0
TRK-0487,Canción Track_487,Bad Bunny,Rock,77,215,25769.0
TRK-0488,Canción Track_488,Los Prisioneros,Pop/Indie,54,249,380812.0
TRK-0489,Canción Track_489,Duki,Salsa/Tropical,25,133,113289.0
TRK-0490,Canción Track_490,Gepe,Rock,96,229,267560.0
TRK-0491,Canción Track_491,Los Prisioneros,,61,162,488029.0
TRK-0492,Canción Track_492,Rosalía,Pop/Indie,44,292,495692.0
TRK-0493,Canción Track_493,Rosalía,Pop/Indie,80,193,3787620.0
TRK-0494,Canción Track_494,Rosalía,Rock,66,222,672838.0
TRK-0495,Canción Track_495,Los Prisioneros,Pop/Indie,30,267,297040.0
TRK-0496,Canción Track_496,Rosalía,Pop/Indie,42,198,318840.0
TRK-0497,Canción Track_497,Cami,,81,216,2256990.0
TRK-0498,Canción Track_498,Karol G,Reggaeton/Urbano,76,180,37864.0
TRK-0499,Canción Track_499,Bad Bunny,Reggaeton/Urbano,75,208,442669.0
TRK-0500,Canción Track_500,Rosalía,,29,235,229766.0
TRK-0501,Canción Track_501,Bad Bunny,Salsa/Tropical,35,193,861623.0
TRK-0502,Canción Track_502,Feid,Rock,97,252,2041245.0
TRK-0503,Canción Track_503,Bad Bunny,Rock,28,169,
TRK-0504,Canción Track_504,Feid,Rock,27,144,
TRK-0505,Canción Track_505,Gepe,Salsa/Tropical,84,289,224205.0
TRK-0506,Canción Track_506,Cami,Reggaeton/Urbano,44,211,145002.0
TRK-0507,Canción Track_507,Mon Laferte,Pop/Indie,76,240,889917.0
TRK-0508,Canción Track_508,Feid,Reggaeton/Urbano,79,196,172449.0
TRK-0509,Canción Track_509,Los Prisioneros,Pop/Indie,87,281,61743.0
TRK-0510,Canción Track_510,Karol G,Rock,51,268,126245.0
TRK-0511,Canción Track_511,Rosalía,Salsa/Tropical,66,214,459654.0
TRK-0512,Canción Track_512,Mon Laferte,Salsa/Tropical,77,180,586865.0
TRK-0513,Canción Track_513,Feid,Reggaeton/Urbano,77,154,48613.0
TRK-0514,Canción Track_514,Karol G,Reggaeton/Urbano,69,254,1226046.0
TRK-0515,Canción Track_515,Rosalía,Pop/Indie,86,184,1363660.0
TRK-0516,Canción Track_516,Los Prisioneros,,60,194,92972.0
TRK-0517,Canción Track_517,Los Prisioneros,Reggaeton/Urbano,67,168,564358.0
TRK-0518,Canción Track_518,Feid,Pop/Indie,21,137,3245326.0
TRK-0519,Canción Track_519,Aitana,Salsa/Tropical,40,188,
TRK-0520,Canción Track_520,Bad Bunny,Pop/Indie,27,165,899013.0
TRK-0521,Canción Track_521,Bad Bunny,Salsa/Tropical,45,168,867570.0
TRK-0522,Canción Track_522,Rosalía,Pop/Indie,56,159,1649394.0
TRK-0523,Canción Track_523,Gepe,Salsa/Tropical,38,248,83786.0
TRK-0524,Canción Track_524,Cami,Reggaeton/Urbano,46,163,714444.0
TRK-0525,Canción Track_525,Los Prisioneros,Reggaeton/Urbano,37,170,183164.0
TRK-0526,Canción Track_526,Gepe,Rock,39,213,1196065.0
TRK-0527,Canción Track_527,Karol G,Pop/Indie,92,153,73344.0
TRK-0528,Canción Track_528,Bad Bunny,Pop/Indie,59,195,200151.0
TRK-0529,Canción Track_529,Gepe,Rock,58,157,187578.0
TRK-0530,Canción Track_530,Gepe,Pop/Indie,52,211,1541180.0
TRK-0531,Canción Track_531,Los Prisioneros,Pop/Indie,32,162,286450.0
TRK-0532,Canción Track_532,Bad Bunny,Reggaeton/Urbano,45,182,
TRK-0533,Canción Track_533,Los Prisioneros,Reggaeton/Urbano,64,286,430751.0
TRK-0534,Canción Track_534,Karol G,Pop/Indie,92,157,27152.0
TRK-0535,Canción Track_535,Gepe,Pop/Indie,97,249,2067070.0
TRK-0536,Canción Track_536,Feid,Reggaeton/Urbano,74,281,407226.0
TRK-0537,Canción Track_537,Aitana,Pop/Indie,31,263,474154.0
TRK-0538,Canción Track_538,Duki,Rock,63,244,998091.0
TRK-0539,Canción Track_539,Aitana,Salsa/Tropical,64,170,540793.0
TRK-0540,Canción Track_540,Los Prisioneros,Rock,50,227,192364.0
TRK-0541,Canción Track_541,Mon Laferte,Salsa/Tropical,91,175,
TRK-0542,Canción Track_542,Feid,Pop/Indie,81,120,385269.0
TRK-0543,Canción Track_543,Bad Bunny,Salsa/Tropical,75,164,221165.0
TRK-0544,Canción Track_544,Gepe,Pop/Indie,44,203,1778523.0
TRK-0545,Canción Track_545,Duki,Reggaeton/Urbano,39,234,929057.0
TRK-0546,Canción Track_546,Rosalía,,32,188,1070729.0
TRK-0547,Canción Track_547,Cami,Pop/Indie,90,263,139772.0
TRK-0548,Canción Track_548,Aitana,Reggaeton/Urbano,66,263,37421.0
TRK-0549,Canción Track_549,Aitana,Reggaeton/Urbano,95,186,97483.0
TRK-0550,Canción Track_550,Gepe,Rock,37,232,415857.0
TRK-0551,Canción Track_551,Gepe,Reggaeton/Urbano,51,291,520215.0
TRK-0552,Canción Track_552,Cami,Pop/Indie,25,212,58017.0
TRK-0553,Canción Track_553,Feid,Rock,36,237,299462.0
TRK-0554,Canción Track_554,Karol G,Salsa/Tropical,68,249,1187685.0
TRK-0555,Canción Track_555,Cami,Rock,85,267,75120.0
TRK-0556,Canción Track_556,Gepe,Salsa/Tropical,99,260,20966.0
TRK-0557,Canción Track_557,Karol G,,28,165,191187.0
TRK-0558,Canción Track_558,Gepe,Reggaeton/Urbano,25,261,231804.0
TRK-0559,Canción Track_559,Duki,Pop/Indie,85,220,
TRK-0560,Canción Track_560,Bad Bunny,Rock,59,173,65982.0
TRK-0561,Canción Track_561,Gepe,Reggaeton/Urbano,20,140,206201.0
TRK-0562,Canción Track_562,Bad Bunny,,74,291,101014.0
TRK-0563,Canción Track_563,Karol G,Rock,24,225,1277152.0
TRK-0564,Canción Track_564,Gepe,Salsa/Tropical,94,188,26921.0
TRK-0565,Canción Track_565,Duki,Reggaeton/Urbano,34,159,77096.0
TRK-0566,Canción Track_566,Gepe,Rock,45,276,337724.0
TRK-0567,Canción Track_567,Gepe,Pop/Indie,53,127,
TRK-0568,Canción Track_568,Karol G,Salsa/Tropical,49,138,161161.0
TRK-0569,Canción Track_569,Karol G,Pop/Indie,34,164,128018.0
TRK-0570,Canción Track_570,Mon Laferte,Reggaeton/Urbano,49,155,612658.0
TRK-0571,Canción Track_571,Karol G,Pop/Indie,52,200,453331.0
TRK-0572,Canción Track_572,Duki,Reggaeton/Urbano,81,226,217995.0
TRK-0573,Canción Track_573,Rosalía,Rock,24,147,159368.0
TRK-0574,Canción Track_574,Cami,Rock,42,163,886498.0
TRK-0575,Canción Track_575,Gepe,Pop/Indie,26,240,899707.0
TRK-0576,Canción Track_576,Duki,Pop/Indie,48,244,206942.0
TRK-0577,Canción Track_577,Feid,Pop/Indie,26,288,734136.0
TRK-0578,Canción Track_578,Duki,Pop/Indie,37,174,418481.0
TRK-0579,Canción Track_579,Gepe,Reggaeton/Urbano,94,164,1127416.0
TRK-0580,Canción Track_580,Los Prisioneros,Pop/Indie,61,232,1339190.0
TRK-0581,Canción Track_581,Karol G,Reggaeton/Urbano,45,193,382193.0
TRK-0582,Canción Track_582,Cami,Pop/Indie,26,196,259010.0
TRK-0583,Canción Track_583,Duki,Rock,69,166,
TRK-0584,Canción Track_584,Cami,Reggaeton/Urbano,79,277,245852.0
TRK-0585,Canción Track_585,Cami,Rock,59,135,147450.0
TRK-0586,Canción Track_586,Feid,Pop/Indie,32,261,93356.0
TRK-0587,Canción Track_587,Bad Bunny,Reggaeton/Urbano,98,176,751947.0
TRK-0588,Canción Track_588,Bad Bunny,Salsa/Tropical,61,258,527579.0
TRK-0589,Canción Track_589,Karol G,Pop/Indie,76,293,1198278.0
TRK-0590,Canción Track_590,Karol G,Rock,23,208,275787.0
TRK-0591,Canción Track_591,Duki,Pop/Indie,81,209,168858.0
TRK-0592,Canción Track_592,Bad Bunny,Reggaeton/Urbano,55,281,92274.0
TRK-0593,Canción Track_593,Bad Bunny,Pop/Indie,24,205,78091.0
TRK-0594,Canción Track_594,Duki,Reggaeton/Urbano,89,269,660323.0
TRK-0595,Canción Track_595,Feid,Salsa/Tropical,79,189,168402.0
TRK-0596,Canción Track_596,Karol G,Pop/Indie,82,179,397534.0
TRK-0597,Canción Track_597,Cami,Reggaeton/Urbano,83,206,468528.0
TRK-0598,Canción Track_598,Los Prisioneros,Salsa/Tropical,83,134,685827.0
TRK-0599,Canción Track_599,Karol G,Pop/Indie,24,183,561380.0
TRK-0600,Canción Track_600,Feid,Salsa/Tropical,57,130,1015351.0
TRK-0601,Canción Track_601,Karol G,Pop/Indie,68,159,165236.0
TRK-0602,Canción Track_602,Los Prisioneros,Salsa/Tropical,61,251,226632.0
TRK-0603,Canción Track_603,Duki,Reggaeton/Urbano,83,184,311720.0
TRK-0604,Canción Track_604,Mon Laferte,Reggaeton/Urbano,93,274,327220.0
TRK-0605,Canción Track_605,Cami,Pop/Indie,73,248,101803.0
TRK-0606,Canción Track_606,Duki,Salsa/Tropical,81,213,478672.0
TRK-0607,Canción Track_607,Rosalía,Reggaeton/Urbano,62,124,29258.0
TRK-0608,Canción Track_608,Karol G,Pop/Indie,55,270,34066.0
TRK-0609,Canción Track_609,Rosalía,Reggaeton/Urbano,91,272,1348075.0
TRK-0610,Canción Track_610,Los Prisioneros,Reggaeton/Urbano,28,280,234045.0
TRK-0611,Canción Track_611,Bad Bunny,Reggaeton/Urbano,71,145,
TRK-0612,Canción Track_612,Duki,Reggaeton/Urbano,77,244,810981.0
TRK-0613,Canción Track_613,Los Prisioneros,Reggaeton/Urbano,33,275,985811.0
TRK-0614,Canción Track_614,Mon Laferte,Pop/Indie,86,164,233016.0
TRK-0615,Canción Track_615,Feid,Pop/Indie,23,283,958077.0
TRK-0616,Canción Track_616,Mon Laferte,Rock,77,277,25980.0
TRK-0617,Canción Track_617,Rosalía,Reggaeton/Urbano,88,249,73997.0
TRK-0618,Canción Track_618,Duki,Salsa/Tropical,39,212,393821.0
TRK-0619,Canción Track_619,Mon Laferte,Reggaeton/Urbano,29,225,53082.0
TRK-0620,Canción Track_620,Karol G,Rock,23,207,458000.0
TRK-0621,Canción Track_621,Feid,,65,204,1150746.0
TRK-0622,Canción Track_622,Duki,Rock,27,272,643525.0
TRK-0623,Canción Track_623,Mon Laferte,Pop/Indie,25,138,189359.0
TRK-0624,Canción Track_624,Karol G,Pop/Indie,96,160,193896.0
TRK-0625,Canción Track_625,Rosalía,Rock,64,282,345095.0
TRK-0626,Canción Track_626,Feid,Pop/Indie,68,181,319551.0
TRK-0627,Canción Track_627,Bad Bunny,Salsa/Tropical,29,225,62720.0
TRK-0628,Canción Track_628,Los Prisioneros,Salsa/Tropical,75,136,402837.0
TRK-0629,Canción Track_629,Feid,Pop/Indie,40,229,1883506.0
TRK-0630,Canción Track_630,Duki,Salsa/Tropical,50,122,142483.0
TRK-0631,Canción Track_631,Karol G,Reggaeton/Urbano,51,223,159497.0
TRK-0632,Canción Track_632,Duki,Reggaeton/Urbano,30,192,316389.0
TRK-0633,Canción Track_633,Aitana,Reggaeton/Urbano,52,229,1643936.0
TRK-0634,Canción Track_634,Feid,Pop/Indie,76,172,384072.0
TRK-0635,Canción Track_635,Feid,Pop/Indie,28,275,151879.0
TRK-0636,Canción Track_636,Los Prisioneros,Pop/Indie,60,248,190425.0
TRK-0637,Canción Track_637,Cami,Pop/Indie,45,233,283661.0
TRK-0638,Canción Track_638,Duki,Salsa/Tropical,71,226,265092.0
TRK-0639,Canción Track_639,Karol G,Reggaeton/Urbano,45,161,297319.0
TRK-0640,Canción Track_640,Mon Laferte,Salsa/Tropical,55,136,368164.0
TRK-0641,Canción Track_641,Los Prisioneros,Pop/Indie,49,259,713098.0
TRK-0642,Canción Track_642,Gepe,Reggaeton/Urbano,31,271,207125.0
TRK-0643,Canción Track_643,Cami,Salsa/Tropical,94,291,534054.0
TRK-0644,Canción Track_644,Gepe,Pop/Indie,53,265,191112.0
TRK-0645,Canción Track_645,Cami,Rock,27,203,380132.0
TRK-0646,Canción Track_646,Karol G,Pop/Indie,93,296,1429383.0
TRK-0647,Canción Track_647,Rosalía,Rock,65,154,194627.0
TRK-0648,Canción Track_648,Feid,Pop/Indie,34,271,227336.0
TRK-0649,Canción Track_649,Rosalía,Pop/Indie,62,234,27292.0
TRK-0650,Canción Track_650,Bad Bunny,Pop/Indie,69,161,55356.0
TRK-0651,Canción Track_651,Aitana,Pop/Indie,74,267,1176119.0
TRK-0652,Canción Track_652,Feid,Salsa/Tropical,26,292,147176.0
TRK-0653,Canción Track_653,Cami,Salsa/Tropical,47,143,336575.0
TRK-0654,Canción Track_654,Mon Laferte,Salsa/Tropical,82,130,578976.0
TRK-0655,Canción Track_655,Cami,Pop/Indie,81,120,611247.0
TRK-0656,Canción Track_656,Los Prisioneros,Rock,85,129,26984.0
TRK-0657,Canción Track_657,Rosalía,Pop/Indie,50,218,
TRK-0658,Canción Track_658,Rosalía,Reggaeton/Urbano,82,230,1119041.0
TRK-0659,Canción Track_659,Duki,Pop/Indie,84,223,150812.0
TRK-0660,Canción Track_660,Aitana,Reggaeton/Urbano,75,157,1012695.0
TRK-0661,Canción Track_661,Rosalía,Pop/Indie,60,219,1792271.0
TRK-0662,Canción Track_662,Duki,Salsa/Tropical,65,188,446197.0
TRK-0663,Canción Track_663,Aitana,,84,227,
TRK-0664,Canción Track_664,Cami,Reggaeton/Urbano,88,154,86222.0
TRK-0665,Canción Track_665,Karol G,Rock,22,184,40270.0
TRK-0666,Canción Track_666,Cami,Reggaeton/Urbano,61,141,154758.0
TRK-0667,Canción Track_667,Rosalía,Reggaeton/Urbano,21,199,100101.0
TRK-0668,Canción Track_668,Bad Bunny,,81,237,334857.0
TRK-0669,Canción Track_669,Rosalía,Reggaeton/Urbano,33,165,127507.0
TRK-0670,Canción Track_670,Mon Laferte,Reggaeton/Urbano,90,228,231176.0
TRK-0671,Canción Track_671,Bad Bunny,Pop/Indie,91,236,559257.0
TRK-0672,Canción Track_672,Rosalía,Reggaeton/Urbano,42,131,194498.0
TRK-0673,Canción Track_673,Rosalía,Salsa/Tropical,77,143,1768926.0
TRK-0674,Canción Track_674,Feid,Pop/Indie,68,189,406853.0
TRK-0675,Canción Track_675,Feid,Pop/Indie,93,255,53955.0
TRK-0676,Canción Track_676,Bad Bunny,Pop/Indie,39,212,1115713.0
TRK-0677,Canción Track_677,Aitana,Pop/Indie,88,125,97486.0
TRK-0678,Canción Track_678,Gepe,Pop/Indie,65,286,432981.0
TRK-0679,Canción Track_679,Rosalía,Pop/Indie,81,242,4415710.0
TRK-0680,Canción Track_680,Bad Bunny,Salsa/Tropical,43,193,165870.0
TRK-0681,Canción Track_681,Rosalía,Reggaeton/Urbano,79,168,211966.0
TRK-0682,Canción Track_682,Gepe,Pop/Indie,99,280,
TRK-0683,Canción Track_683,Duki,Reggaeton/Urbano,65,253,830298.0
TRK-0684,Canción Track_684,Cami,Reggaeton/Urbano,43,179,759166.0
TRK-0685,Canción Track_685,Mon Laferte,Pop/Indie,55,256,81978.0
TRK-0686,Canción Track_686,Gepe,Pop/Indie,84,147,989649.0
TRK-0687,Canción Track_687,Los Prisioneros,Reggaeton/Urbano,90,150,1826630.0
TRK-0688,Canción Track_688,Gepe,Pop/Indie,89,220,438371.0
TRK-0689,Canción Track_689,Cami,Reggaeton/Urbano,36,199,825207.0
TRK-0690,Canción Track_690,Aitana,Pop/Indie,37,246,899079.0
TRK-0691,Canción Track_691,Duki,Reggaeton/Urbano,41,179,118998.0
TRK-0692,Canción Track_692,Karol G,Pop/Indie,80,200,610486.0
TRK-0693,Canción Track_693,Karol G,Pop/Indie,83,197,879991.0
TRK-0694,Canción Track_694,Karol G,Reggaeton/Urbano,71,140,586693.0
TRK-0695,Canción Track_695,Rosalía,Rock,31,286,67762.0
TRK-0696,Canción Track_696,Bad Bunny,Reggaeton/Urbano,27,261,
TRK-0697,Canción Track_697,Rosalía,Reggaeton/Urbano,36,205,489167.0
TRK-0698,Canción Track_698,Duki,Reggaeton/Urbano,49,125,308832.0
TRK-0699,Canción Track_699,Karol G,Reggaeton/Urbano,50,166,52519.0
TRK-0700,Canción Track_700,Rosalía,Reggaeton/Urbano,85,162,591308.0
TRK-0701,Canción Track_701,Rosalía,Reggaeton/Urbano,38,161,1456253.0
TRK-0702,Canción Track_702,Mon Laferte,Rock,44,243,106467.0
TRK-0703,Canción Track_703,Mon Laferte,Reggaeton/Urbano,79,176,553703.0
TRK-0704,Canción Track_704,Aitana,,93,189,713450.0
TRK-0705,Canción Track_705,Aitana,Pop/Indie,72,141,36290.0
TRK-0706,Canción Track_706,Mon Laferte,Pop/Indie,44,234,470303.0
TRK-0707,Canción Track_707,Rosalía,Salsa/Tropical,74,224,
TRK-0708,Canción Track_708,Duki,Reggaeton/Urbano,55,172,822563.0
TRK-0709,Canción Track_709,Mon Laferte,Pop/Indie,29,183,554468.0
TRK-0710,Canción Track_710,Gepe,Pop/Indie,56,124,734254.0
TRK-0711,Canción Track_711,Karol G,Salsa/Tropical,76,265,245554.0
TRK-0712,Canción Track_712,Duki,Reggaeton/Urbano,43,156,47807.0
TRK-0713,Canción Track_713,Feid,Salsa/Tropical,86,278,1973142.0
TRK-0714,Canción Track_714,Rosalía,Reggaeton/Urbano,44,171,1049007.0
TRK-0715,Canción Track_715,Cami,Reggaeton/Urbano,98,216,152734.0
TRK-0716,Canción Track_716,Karol G,Pop/Indie,89,127,251189.0
TRK-0717,Canción Track_717,Cami,Pop/Indie,91,269,60786.0
TRK-0718,Canción Track_718,Gepe,Pop/Indie,44,158,886090.0
TRK-0719,Canción Track_719,Aitana,Reggaeton/Urbano,90,273,954452.0
TRK-0720,Canción Track_720,Karol G,Pop/Indie,79,181,1748605.0
TRK-0721,Canción Track_721,Bad Bunny,Pop/Indie,46,233,416983.0
TRK-0722,Canción Track_722,Gepe,Salsa/Tropical,91,157,484767.0
TRK-0723,Canción Track_723,Feid,Pop/Indie,52,143,549513.0
TRK-0724,Canción Track_724,Rosalía,Rock,61,192,820081.0
